what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1436112312243
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1436112312244
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1436112312244
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1436112312244
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1436112312245
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1436112312245
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1436112312245
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1436112312246
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1436112312246
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1436112312246
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1436112312247
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1436112312247
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1436112312248
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1436112312248
started,bundle,com.altera.sbtgui.integration,13.13.0.132,"com.altera.sbtgui.integration",1436112312248
started,bundle,com.altera.sbtgui.project,13.13.0.132,"com.altera.sbtgui.project",1436112312249
started,bundle,com.altera.systemconsole,13.13.0.132,"com.altera.systemconsole",1436112312249
started,bundle,com.altera.systemconsole.designs.plugin,13.13.0.132,"com.altera.systemconsole.designs.plugin",1436112312249
started,bundle,com.altera.utilities,13.13.0.132,"com.altera.utilities",1436112312250
os,sysinfo,,,"win32",1436112312252
arch,sysinfo,,,"x86",1436112312252
ws,sysinfo,,,"win32",1436112312252
locale,sysinfo,,,"en_GB",1436112312252
processors,sysinfo,,,"8",1436112312252
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1436112312252
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1436112312252
java.specification.name,sysinfo,,,"Java Platform API Specification",1436112312252
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1436112312252
java.specification.version,sysinfo,,,"1.6",1436112312252
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1436112312252
java.version,sysinfo,,,"1.6.0_23",1436112312252
java.vm.info,sysinfo,,,"mixed mode",1436112312252
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1436112312252
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1436112312252
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1436112312252
java.vm.specification.version,sysinfo,,,"1.0",1436112312252
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1436112312252
java.vm.version,sysinfo,,,"19.0-b09",1436112312252
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1436112314926
started,bundle,com.altera.sbtgui.core,13.13.0.132,"com.altera.sbtgui.core",1436112317363
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1436112317394
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1436112318951
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436112319261
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436112320249
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1436112320549
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1436112320552
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1436112320552
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1436112320553
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436112320574
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436112321553
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1436112321585
started,bundle,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch",1436112322390
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1436112324290
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1436112326307
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1436112326310
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436112330869
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436112333568
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436112337009
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1436112347207
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436112348339
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436112349937
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436112351104
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436112354920
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436112356414
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1436112357303
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1436112357525
opened,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1436112361059
