what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1436037945772
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436037946921
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436037947007
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436037948696
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436038005649
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1436038005666
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1436038009292
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1436038011755
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436038015900
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436038020727
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436038024344
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436038025792
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1436038026225
error,log,,,"Unable to validate connection settings.",1436038036099
error,log,,,"Unable to validate connection settings.",1436038036100
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436038036119
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436038037429
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436038039844
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436038099777
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436038104134
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436038105871
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436038108041
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436038109519
