what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436109711515
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436109820634
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436109829632
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436109830616
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436109831148
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436109831696
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436109841606
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436109844747
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436109849534
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436109862517
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436109862802
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436109863367
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436109867664
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436109869082
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1436109869539
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1436109873582
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1436109875886
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1436109881822
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1436109904761
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1436109910985
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1436109912259
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436109915079
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436109916555
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436109920286
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436109921867
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1436109922283
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1436109925771
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1436109927607
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1436109932980
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436109966336
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436109982774
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1436109982781
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436109984772
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436109987615
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436109991138
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436109992551
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1436109993019
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1436109996938
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1436109999362
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1436110005290
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1436110029948
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1436110034769
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1436110036026
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436110039079
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436110041527
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436110043938
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436110045310
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1436110045726
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1436110049073
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1436110050886
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1436110056252
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1436110083335
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436110086358
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436110088586
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1436110088982
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436110089288
stopped,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1436110090622
stopped,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1436110090622
stopped,bundle,com.altera.debug.cdi.gdb.plugin,13.13.0.132,"com.altera.debug.cdi.gdb.plugin",1436110090633
stopped,bundle,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch",1436110091620
stopped,bundle,com.altera.sbtgui.ui,13.13.0.132,"com.altera.sbtgui.ui",1436110091666
stopped,bundle,com.altera.sbtgui.project,13.13.0.132,"com.altera.sbtgui.project",1436110091666
stopped,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1436110091666
stopped,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1436110091666
stopped,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1436110091666
stopped,bundle,org.eclipse.cdt.launch.remote,2.3.0.201202111925,"org.eclipse.cdt.launch.remote",1436110091694
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1436110091694
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1436110091694
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.100.201202111925,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1436110091712
stopped,bundle,org.eclipse.cdt.debug.ui.memory.search,1.2.1.201202111925,"org.eclipse.cdt.debug.ui.memory.search",1436110091740
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1436110091740
stopped,bundle,org.eclipse.cdt.dsf.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.ui",1436110091764
stopped,bundle,org.eclipse.cdt.gdb.ui,7.0.0.201202111925,"org.eclipse.cdt.gdb.ui",1436110091777
stopped,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1436110091777
